oaID,OA21CD,GlobalID,lsoaID,lsoa21cd,lsoa21nm,msoaID,msoa21cd,msoa21nm,ladcd,ladnm,households,population,CHR,EYA,EE,EDU,FIN,FR,PHC,POS,RSPF,SER,SCL,totEmp_poiWeight,wpPop,wpPop_scaled2LsoaJob,primaryEdu,secondaryEdu,higherEdu,urbanType,popCentroid_x,popCentroid_y,LSOA11CD,imd10
5716,E00028239,7fde78cb-0c82-458f-9ade-d23c43c1ccce,776,E01005581,Rochdale 008B,222,E02001139,Rochdale 008,E08000005,Rochdale,135,425,0,0,1.56317,0,0,0,0,0,0.206137901,0,0,1.769307901,5,6,0,0,0,1,390751.444,414593.736,E01005581,1
5717,E00027847,ffefa86f-800a-40f3-84ae-5dd2a18d3a7d,695,E01005500,Rochdale 020B,197,E02001151,Rochdale 020,E08000005,Rochdale,115,262,0,0,0,0,0,0,0,0,28.62782929,0,0,28.62782929,190,392,0,0,0,1,386227.854,410812.925,E01005500,4
5718,E00032373,14db4628-c002-424c-a0fe-bf9663431b44,1558,E01006382,Wigan 028C,350,E02001314,Wigan 028,E08000010,Wigan,107,255,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,1,370252.922,401705.18,E01006382,10
5719,E00030071,6927d997-93e2-4336-bc2e-048801b08dc9,1115,E01005937,Tameside 004B,325,E02001232,Tameside 004,E08000008,Tameside,169,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,395818.64,400710.285,E01005937,2
5720,E00180897,93be2875-c536-4c16-9671-b53c4ee2bea9,380,E01005164,Manchester 006A,321,E02001050,Manchester 006,E08000003,Manchester,132,480,0,0,0,0,0,1.296780425,0,1.955000599,0,0,0,1.296780425,28,28,0,0,0,1,385159.862,401936.479,E01005164,1
5721,E00025546,a42a151e-e644-4b1e-b30f-72e820b345eb,282,E01005049,Bury 003D,242,E02001021,Bury 003,E08000002,Bury,125,277,0,0,1.893897189,0,0,0,0,0,0.267341731,0,0,2.16123892,26,42,0,0,0,1,377698.068,414127.193,E01005049,8
5722,E00027333,9710a0d9-f826-404e-95de-09d099fb032c,603,E01005400,Oldham 009C,91,E02001106,Oldham 009,E08000004,Oldham,153,228,1.131017295,0,5.638132487,0,0.46004109,1.600795592,153.6490773,2.303915352,4.435623961,6.334295049,0.487504123,173.7364869,292,433,0,0,0,1,392091.76,407726.989,E01005400,2
5723,E00025278,7f830e71-00e4-4612-bc87-afd95d993833,223,E01004990,Bury 016A,30,E02001034,Bury 016,E08000002,Bury,139,313,0,0,0,0,0,1.251156215,4.074829715,0,0.099456224,0,1.790685008,7.216127162,17,32,0,0,0,1,377333.661,407385.132,E01004990,2
5724,E00180783,bb46bd0c-563e-4c58-938c-03c6abc73907,490,E01005284,Manchester 026C,205,E02001070,Manchester 026,E08000003,Manchester,123,370,0,0,14.65102525,0,0.638556028,29.8160776,0,0,1.271951862,1.914914088,0,48.29252483,601,601,0,0,0,1,385113.618,395707.307,E01005284,3
5725,E00024454,8359ce32-1974-490a-91be-a66ba2978687,62,E01004828,Bolton 023A,302,E02001006,Bolton 023,E08000001,Bolton,128,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,370200.443,407836.902,E01004828,1
5726,E00028421,62c3def9-322d-4c6d-a5b0-3c38be81cd3f,800,E01005611,Salford 032C,257,E02006958,Salford 032,E08000006,Salford,134,342,0,0,0,0,0.159639007,0,0,0,0,0,0,0.159639007,17,17,0,0,0,1,382429.212,400097.089,E01005611,1
5727,E00031245,b63042ac-6c2f-4362-8b61-8ae73fe3c76a,1346,E01006169,Trafford 013B,245,E02001271,Trafford 013,E08000009,Trafford,128,294,1.647351278,0,5.085878748,0,0.159639007,6.141372829,0,0,0.827803057,1.852082692,0,15.71412761,72,137,0,0,0,1,377289.173,392555.439,E01006169,7
5728,E00025884,4083392a-806a-4899-9954-32cdecfd4ecc,342,E01005117,Manchester 048E,119,E02001092,Manchester 048,E08000003,Manchester,153,354,30.89644202,0,5.224967304,0,0.319278014,21.88613497,0,0,0.36127261,3.704030184,0,62.3921251,540,1014,0,1150,0,1,380593.201,389299.101,E01005117,1
5729,E00024469,9a537f4a-bc5b-45a3-9136-ed50be784d41,65,E01004831,Bolton 026B,270,E02001009,Bolton 026,E08000001,Bolton,121,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,369377.238,406946.553,E01004831,4
5730,E00025052,38614d49-595e-4bb6-8520-28f929eb387c,181,E01004948,Bury 009B,353,E02001027,Bury 009,E08000002,Bury,126,280,0,0,3.33824111,0,0,0,0,0,0,0,0,3.33824111,10,13,0,0,0,1,378911.262,410438.106,E01004948,1
5731,E00168613,5a1a5f93-f451-41d9-8ac9-e58298472d49,606,E01005403,Oldham 005D,265,E02001102,Oldham 005,E08000004,Oldham,160,378,0,0,4.838586157,0,0,1.994304401,4.074829715,27.58372111,7.88728408,0,0,18.79500435,103,115,0,0,0,1,391974.638,408023.165,E01005403,6
5732,E00030129,7b0eb62c-8df3-424e-be82-33b1a22d1824,1640,E01033950,Tameside 013G,104,E02001241,Tameside 013,E08000008,Tameside,138,194,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,393206.584,398503.911,E01005952,1
5733,E00168635,caa4b30c-8282-4d1a-9e39-a77950c51701,1239,E01006062,Tameside 003C,20,E02001231,Tameside 003,E08000008,Tameside,168,454,0,0,0,0,0,0,0,1.984530292,0,0,0,0,0,0,0,0,0,1,399019.594,400918.412,E01006062,9
5734,E00028458,40f8791a-4a69-43eb-9558-9649aaefe78a,818,E01005629,Salford 021A,276,E02001177,Salford 021,E08000006,Salford,132,333,0,0,0,0,0,0,15.03547582,0,0,0,0,15.03547582,20,42,0,0,0,1,379442.862,399642.981,E01005629,4
5735,E00026925,ddd5cee0-862f-40be-bd53-ff4982bfb38c,520,E01005315,Manchester 053C,341,E02001097,Manchester 053,E08000003,Manchester,146,279,0,0,0,0,0,0,29.70329368,3.928395096,7.025648905,0,0,36.72894258,64,519,0,0,0,1,381743.989,386345.547,E01005315,1
5736,E00024196,651007b6-1b92-415a-b5fe-e38e0e425b70,18,E01004783,Bolton 009D,214,E02000992,Bolton 009,E08000001,Bolton,125,251,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,1,362062.294,410144.094,E01004783,6
5737,E00027408,c2637fcf-69da-45df-8f12-9845f6889b07,617,E01005416,Oldham 013C,208,E02001110,Oldham 013,E08000004,Oldham,182,362,0,0,0,0,0,0,4.081454464,0,0,0,0,4.081454464,62,125,0,0,0,1,398528.3,407441.319,E01005416,8
5738,E00028438,67c927f7-d385-44ec-8864-50f8526892b5,810,E01005621,Salford 030F,8,E02001186,Salford 030,E08000006,Salford,131,317,0,0,0,36.93789793,0,0,7.99293521,5.420212986,0.23631479,1.281302801,1.895513218,48.34396394,184,404,330,900,0,1,371504.983,393581.947,E01005621,3
5739,E00027357,66a81b3e-6440-42ba-bf4e-4389dc6f7d0e,606,E01005403,Oldham 005D,265,E02001102,Oldham 005,E08000004,Oldham,131,330,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,392198.522,408100.904,E01005403,6
5740,E00026961,1a6112e9-acf7-44aa-84ee-8a9460ff679e,530,E01005325,Oldham 029D,13,E02001126,Oldham 029,E08000004,Oldham,40,139,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,1,393525.872,403117.063,E01005325,1
5741,E00026783,306f2a04-4916-4a5f-af52-b76339c025ff,488,E01005280,Manchester 026A,205,E02001070,Manchester 026,E08000003,Manchester,130,547,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,386591.365,394824.429,E01005280,2
5742,E00027819,c77c0c7b-7262-49fa-9fe9-8db5d753dc13,690,E01005495,Rochdale 005F,248,E02001136,Rochdale 005,E08000005,Rochdale,158,359,0,0,0,0,0,0,31.0593409,0,0.302618939,0,0,31.36195984,72,179,0,0,0,1,389604.035,414741.871,E01005495,3
5743,E00025409,22d9eb8a-bf58-4722-916c-4c91fd28aa8d,254,E01005021,Bury 001F,93,E02001019,Bury 001,E08000002,Bury,166,433,0,0,5.877345111,14.51620795,0,0,0,0,10.43140558,0,15.99490142,46.81986006,107,189,111,0,0,1,377929.777,415817.802,E01005021,10
5744,E00031170,a63fa063-dc14-4999-b6f8-9b4943953296,1329,E01006152,Trafford 016C,42,E02001274,Trafford 016,E08000009,Trafford,119,310,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,1,376721.458,391710.318,E01006152,10
5745,E00024443,7e9168b6-2c76-4c47-824e-006e5132c498,63,E01004829,Bolton 023B,302,E02001006,Bolton 023,E08000001,Bolton,151,481,0,0,0,0,0,0,0,1.448603251,0,0,3.090577468,3.090577468,2,4,0,0,0,1,370318.773,407772.385,E01004829,1
5746,E00031672,fe592cac-2728-4c6f-8f6e-68a3f06466b2,1424,E01006248,Wigan 031A,102,E02001317,Wigan 031,E08000010,Wigan,128,236,1.755769706,0,0,0,0.470429393,3.759234342,4.422178688,1.561243501,0,0.51051804,0,10.91813017,19,29,0,0,0,0,368045.333,401016.027,E01006248,1
5747,E00030590,1296076e-8e7a-4740-9f7c-e880e07069e0,1211,E01006034,Tameside 020D,309,E02001248,Tameside 020,E08000008,Tameside,148,330,0,0,0,0,0,0,0,0.971331618,0,0,0,0,5,9,0,0,0,1,395852.278,396239.008,E01006034,2
5748,E00028451,f0e0db4b-d5a1-4c3b-b2a7-3769bc110f4a,805,E01005616,Salford 030A,8,E02001186,Salford 030,E08000006,Salford,120,307,0,0,0,0,0.159639007,1.727578252,0,1.668028472,0,0,0,1.887217259,10,15,0,0,0,1,370369.364,392233.546,E01005616,2
5749,E00027967,a20b1633-cb6c-439b-b9b8-51dc732da87f,724,E01005529,Rochdale 022B,75,E02001153,Rochdale 022,E08000005,Rochdale,109,267,0,0,0,0,0,0,0,0,0,0,0,0,13,114,0,0,0,1,386569.646,406788.885,E01005529,1
5750,E00025082,ed317216-5e4a-4761-bc77-16c002e9c760,187,E01004954,Bury 007A,180,E02001025,Bury 007,E08000002,Bury,122,280,27.26735174,0,0,0,0,1.707398313,60.7386352,0,0,0,0,89.71338525,10,12,0,0,0,1,383484.303,411781.768,E01004954,4
5751,E00027048,4ce246be-37d3-4dba-854b-f41743b52022,549,E01005344,Oldham 027C,308,E02001124,Oldham 027,E08000004,Oldham,122,269,0,7.393265307,0,15.25073305,0,0,0,7.996137463,0,0,4.056986383,26.70098474,92,147,420,0,0,1,390696.55,403581.463,E01005344,1
5752,E00024406,e0063f59-0580-4288-a0ec-d27695357b11,55,E01004820,Bolton 011A,82,E02000994,Bolton 011,E08000001,Bolton,145,469,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,1,371321.589,410451.237,E01004820,1
5753,E00026678,fab3194c-148c-4045-9c59-1a5abd91d8fc,476,E01005268,Manchester 046C,274,E02001090,Manchester 046,E08000003,Manchester,122,297,0,0,2.440589672,0,0,1.566577435,14.66900523,2.046764644,0.102006384,0.913815725,1.700212597,21.39220704,131,245,0,0,0,1,382817.628,389912.882,E01005268,5
5754,E00024551,b46c019f-a503-4a7c-a33d-e5d49617c1d6,87,E01004853,Bolton 021E,278,E02001004,Bolton 021,E08000001,Bolton,134,440,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0,0,0,1,370612.116,408115.292,E01004853,1
5755,E00026414,63d12d88-7b15-4a8a-aa43-f4fe60ddd7ac,429,E01005218,Manchester 034F,209,E02001078,Manchester 034,E08000003,Manchester,121,267,0,0,0,0,0,0,0,0.63062925,0,0,0,0,18,31,0,0,0,1,386942.601,393941.575,E01005218,3
5756,E00026543,43968309-f411-42a4-94ca-10a82e6fd2bd,454,E01005246,Manchester 024D,70,E02001068,Manchester 024,E08000003,Manchester,144,417,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,1,384204.88,395407.385,E01005246,1
5757,E00028709,ec19fe48-a911-4602-ae6f-c441b2934f35,855,E01005671,Salford 012A,260,E02001168,Salford 012,E08000006,Salford,145,240,0,17.16030698,0,0,0.383198349,4.687010168,2.50891898,12.86424571,0,3.486676426,5.237348226,33.46345914,194,288,0,0,0,1,378565.698,401890.739,E01005671,2
5758,E00026730,3c25e611-ebc1-4752-8ae4-65df23bf863a,486,E01005278,Manchester 035D,339,E02001079,Manchester 035,E08000003,Manchester,129,400,0,0,0.462125552,0,0.478917021,2.4607827,5.929399649,0,0.286892955,0,0,9.618117878,19,42,0,0,0,1,384631.954,393609.53,E01005278,3
5759,E00031172,f99ea3bc-8822-42e0-be50-e211db277c6f,1327,E01006150,Trafford 012C,148,E02001270,Trafford 012,E08000009,Trafford,116,286,0,0,0,0,0.267821997,0,0,0,0.248428048,0,15.91312887,16.42937892,35,94,0,0,0,1,378006.334,391594.845,E01006150,8
5760,E00029720,14fa61ff-e03e-41f7-8c18-632590ee3243,1042,E01005864,Stockport 006B,166,E02001192,Stockport 006,E08000007,Stockport,112,292,0,0,0,0,0,0,0,5.821218352,11.9680865,0,0,11.9680865,1,1,0,0,0,1,387689.628,392076.12,E01005864,9
5761,E00031126,3f182789-7aed-40cd-bf52-d21d91b4614f,1319,E01006142,Trafford 011A,318,E02001269,Trafford 011,E08000009,Trafford,127,275,0,0,0,0,0,0,0,1.378118873,0,0,0,0,0,0,0,0,0,1,380215.742,394782.968,E01006142,5
5762,E00024177,f73075a5-d682-4e62-8dcf-4b525b50d695,3,E01004768,Bolton 001A,336,E02000984,Bolton 001,E08000001,Bolton,143,386,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,370969.88,413226.564,E01004768,9
5763,E00181484,2eafc9da-5b38-4459-8585-ada25381ee5e,1545,E01006369,Wigan 008C,333,E02001294,Wigan 008,E08000010,Wigan,220,497,0,0,0,0,0,2.165395188,0,0,7.212660609,0,0,9.378055797,27,84,0,0,0,1,357583.024,405896.523,E01006369,1
5764,E00024855,c912812b-c52c-4ad8-b9dc-322f64d23e7d,145,E01004912,Bolton 024B,228,E02001007,Bolton 024,E08000001,Bolton,151,334,0,0,1.144691928,28.06881856,0.159639007,2.34613725,0,1.995704788,0,0,0,31.71928674,178,178,140,1050,0,1,374827.9,407452.344,E01004912,6
5765,E00031124,f8172334-9209-4006-a6cd-56a54b125b64,1323,E01006146,Trafford 004E,250,E02001262,Trafford 004,E08000009,Trafford,124,351,0,0,0,21.27134897,0,0,0,0,0,0,0,21.27134897,114,180,330,0,0,1,381477.071,395062.669,E01006146,6
5766,E00028132,611cdeb6-b500-49f1-a09c-e30ad722199f,755,E01005560,Rochdale 013C,44,E02001144,Rochdale 013,E08000005,Rochdale,141,319,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,1,392946.335,412107.761,E01005560,6
5767,E00024656,592c8f00-f48c-49c2-91c7-e5e4ebe04132,103,E01004869,Bolton 015B,252,E02000998,Bolton 015,E08000001,Bolton,110,283,0,0,0,0,0,0,0,11.44744168,0,0,0,0,0,0,0,0,0,1,370526.817,410060.34,E01004869,1
5768,E00027247,a7f91804-31a3-4931-9e6e-49d445a2e1f4,586,E01005381,Oldham 027D,308,E02001124,Oldham 027,E08000004,Oldham,177,542,2.455454939,0,0,0,0,0,0,0,0.532983356,0,17.43387612,20.42231441,96,250,0,0,0,1,391306.827,403372.916,E01005381,1
5769,E00026970,a44c5379-3d5e-4acb-9275-1589d61b1e90,529,E01005324,Oldham 029C,13,E02001126,Oldham 029,E08000004,Oldham,179,370,0,0,0,0,0,0,0,0,0,0,0,0,24,42,0,0,0,1,393215.17,402590.32,E01005324,1
5770,E00029386,fd9025ae-8960-48aa-a27c-3c7d0b844b50,975,E01005797,Stockport 023C,112,E02001209,Stockport 023,E08000007,Stockport,135,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,390119.71,388579.823,E01005797,3
5771,E00028915,513bc346-ba63-409f-aec5-d8f4ff65fec1,898,E01005718,Salford 007F,221,E02001163,Salford 007,E08000006,Salford,151,284,0,0,0,0,0,0,36.3948466,6.311743279,35.03581223,0.952880384,0,72.38353921,162,316,0,0,0,1,373627.49,402874.986,E01005718,3
5772,E00177730,7fe4ab79-05ed-4a59-a597-326dd467d75f,940,E01005762,Stockport 026B,255,E02001212,Stockport 026,E08000007,Stockport,227,521,0,0,0,0,0,0,0,2.683703457,9.752022824,0,0,9.752022824,598,1202,0,0,0,1,388352.549,388759.105,E01005762,1
5773,E00026263,9a3f50b1-f205-4012-ae5b-49261c8fadd9,403,E01005187,Manchester 021A,199,E02001065,Manchester 021,E08000003,Manchester,162,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,389406.639,396938.926,E01005187,1
5774,E00026691,4cddf8d5-d173-4d04-9c9d-1633e75a6dd4,477,E01005269,Manchester 046D,274,E02001090,Manchester 046,E08000003,Manchester,115,288,0,0,0,0,0,0,0,0,0,0,0,0,28,95,0,0,0,1,382717.659,389568.546,E01005269,5
5775,E00028890,162e5271-df45-4e90-b1f4-b1ecda44fe34,883,E01005702,Salford 003A,317,E02001159,Salford 003,E08000006,Salford,129,248,0,0,0,0,0,0,0,1.966394307,0,0,3.578869307,3.578869307,14,17,0,0,0,1,373264.753,404242.414,E01005702,2
5776,E00027947,17ccacb2-1a1a-4478-8797-d39d08580bc6,712,E01005517,Rochdale 003B,328,E02001134,Rochdale 003,E08000005,Rochdale,125,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,392834.118,414827.435,E01005517,8
5777,E00028918,80145194-6eeb-40d7-a6ed-bb09905b5a05,890,E01005710,Salford 004D,156,E02001160,Salford 004,E08000006,Salford,128,306,0,0,0,0,0,0,0,0,0,0,0,0,124,214,0,1150,0,1,372879.717,403065.078,E01005710,3
5778,E00031100,ad2949be-10c3-4e1d-bbc2-0c53136fdace,1311,E01006134,Trafford 028A,258,E02001286,Trafford 028,E08000009,Trafford,123,328,0,8.52066745,0,0,0,0,0,1.721638341,0,0,0,8.52066745,25,53,0,0,0,1,377572.73,385916.503,E01006134,10
5779,E00028705,6c8341c7-5cea-4aef-9b52-51fdb219d394,862,E01005679,Salford 008D,11,E02001164,Salford 008,E08000006,Salford,143,350,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,378970.381,402596.662,E01005679,1
5780,E00026995,8b488b86-9861-4e8c-ba23-e7db986c5699,533,E01005328,Oldham 017B,168,E02001114,Oldham 017,E08000004,Oldham,128,281,0,0,2.443784162,0,0,0,0,0,0,86.34368317,0,88.78746733,13,20,0,0,0,1,390982.024,404683.788,E01005328,1
5781,E00026473,eab88eb1-fd7e-4d6a-acd5-86ba7b24dfee,435,E01005224,Manchester 007B,85,E02001051,Manchester 007,E08000003,Manchester,131,387,0,0,0,0,0,0,0,0.969737699,0,0,1.892879951,1.892879951,1,3,0,0,0,1,386746.85,401411.684,E01005224,2
5782,E00032042,30a6ea42-364b-48fe-9f23-92bd08fbf742,1500,E01006324,Wigan 033B,281,E02001319,Wigan 033,E08000010,Wigan,149,222,0,0,1.254369387,0,0,0,0,8.883117291,9.851226478,0,0,11.10559586,25,59,0,0,0,1,364692.141,400234.534,E01006324,1
5783,E00028012,1be94c36-149c-40d1-a6a8-2f2fe2c7135f,726,E01005531,Rochdale 025B,307,E02001156,Rochdale 025,E08000005,Rochdale,120,300,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,1,388168.958,404399.939,E01005531,3
5784,E00026330,b247fc3d-2ca4-4576-9e25-dfb798c8ce16,412,E01005198,Manchester 023D,256,E02001067,Manchester 023,E08000003,Manchester,138,362,0,0,0,0,0,0,0,0,0,0,0,0,22,46,0,0,0,1,387579.119,395420.091,E01005198,1
5785,E00027968,f4503854-5563-4756-bae2-d0cfc8b2ccc7,720,E01005525,Rochdale 021B,144,E02001152,Rochdale 021,E08000005,Rochdale,123,299,0,0,0,0,0,0,0,0,0,2.447281719,0,2.447281719,0,0,0,0,0,1,387151.304,407679.159,E01005525,1
5786,E00027004,41d7ae8d-84cd-4d08-a9ef-55e1029b55b8,536,E01005331,Oldham 017C,168,E02001114,Oldham 017,E08000004,Oldham,123,305,0,0,0,0,0,0,0,0,0,0,3.578869307,3.578869307,20,20,0,0,0,1,390804.105,404578.847,E01005331,3
5787,E00024980,923736fe-f880-4b1b-8576-d67024dae848,169,E01004936,Bolton 031C,134,E02001014,Bolton 031,E08000001,Bolton,130,273,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,0,0,1,365341.79,406548.541,E01004936,5
5788,E00027473,7a25bd5a-90ad-4e68-9238-0e87e510fdeb,1598,E01032920,Oldham 011E,152,E02001108,Oldham 011,E08000004,Oldham,120,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,393662.703,405883.829,E01032920,1
5789,E00031227,b657c6c3-a34f-4e62-a1c1-d57ac8149c3e,1342,E01006165,Trafford 012E,148,E02001270,Trafford 012,E08000009,Trafford,145,333,0,0,0,0,0,0,0,6.951823222,26.0160264,9.671522949,0,35.68754935,227,1613,0,0,0,1,379389.407,392688.883,E01006165,7
5790,E00026556,5207dcf3-e5aa-40ef-b983-fef391f4cc2d,1687,E01034127,Manchester 025I,84,E02001069,Manchester 025,E08000003,Manchester,147,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384468.747,394773.555,E01005241,3
5791,E00031836,5d38b3c5-f837-4254-a25b-5f156e05d5f9,1459,E01006283,Wigan 027B,310,E02001313,Wigan 027,E08000010,Wigan,126,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,364579.134,401280.198,E01006283,1
5792,E00024999,2fcb0291-d596-4f5c-a3da-e9805e3c7984,173,E01004940,Bolton 035E,142,E02001018,Bolton 035,E08000001,Bolton,125,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365473.524,404779.354,E01004940,7
5793,E00032097,0b3eabd9-5d68-41a7-8eba-278a78e43ca3,1511,E01006335,Wigan 034E,43,E02001320,Wigan 034,E08000010,Wigan,117,243,0,20.21392384,0,8.884018861,0,0,0,0,0,0,0,29.0979427,46,61,330,0,0,1,366844.635,399785.368,E01006335,3
5794,E00030990,6160dcac-988d-45b3-a71b-8f75f0b2dcd8,1295,E01006118,Trafford 002C,176,E02001260,Trafford 002,E08000009,Trafford,171,420,0,6.58028939,2.106448036,0,0,8.694921522,10.11306563,0,0.385817896,0,0,27.88054247,75,108,0,0,0,1,376632.349,395609.636,E01006118,5
5795,E00175904,f376bd72-5d49-4cb5-afbc-81f023016443,1669,E01034109,Manchester 008G,29,E02001052,Manchester 008,E08000003,Manchester,150,621,0,0,0,0,0,0,0,0.947442393,0,0,0,0,16,194,0,0,0,1,384864.731,401038.236,E01005146,2
5796,E00028889,9939c945-f675-4c7d-b01d-4af13b0ecfc0,885,E01005704,Salford 002B,216,E02001158,Salford 002,E08000006,Salford,120,293,3.079973185,0,0,0,0,0.98078624700000006,6.816100173,1.402041888,0.272654564,0,6.244470537,17.3939847,16,31,0,0,0,1,372302.513,404145.344,E01005704,2
5797,E00030141,279e8823-f537-4396-81a8-04b42102b29f,1127,E01005949,Tameside 006D,87,E02001234,Tameside 006,E08000008,Tameside,74,164,0,0,1.796367704,0,0.159639007,1.113406197,0,0,0,0,0,3.069412908,2,4,0,0,0,1,393929.182,399942.042,E01005949,2
5798,E00032301,c9a8620c-d3b1-45e1-94f8-54f3c44ddc8e,1546,E01006370,Wigan 006A,262,E02001292,Wigan 006,E08000010,Wigan,135,254,38.46524254,0,8.803129494,18.19879312,0.319278014,13.5734646,0.715460749,0,0.640833856,4.746634838,0,85.46283722,412,507,441,0,0,1,358497.952,406359.395,E01006370,3
5799,E00175889,d15d7bea-533e-4803-beb0-2e409771a2d5,1620,E01033671,Manchester 039F,234,E02001083,Manchester 039,E08000003,Manchester,170,310,0,0,1.002320516,13.96344668,0,0,49.1405199,0,0.346184166,0,0,64.45247127,243,309,630,0,0,1,383909.948,392419.853,E01033671,7
5800,E00026145,e9054813-a7dc-4255-9ef8-d562437ab62e,380,E01005164,Manchester 006A,321,E02001050,Manchester 006,E08000003,Manchester,125,220,0,0,0,0,0,0.209522583,0,0,0,0,0,0.209522583,0,0,0,0,0,1,384673.048,402622.796,E01005164,1
5801,E00024986,836430e0-f9a2-4acc-9c96-d788808a4fe8,171,E01004938,Bolton 031D,134,E02001014,Bolton 031,E08000001,Bolton,145,242,0,12.05017265,0,0,0.159639007,11.50190363,65.7972665,0.960175652,0.479217492,0.443131629,0,90.4313309,240,242,0,0,0,1,365234.686,405702.128,E01004938,2
5802,E00031508,78c4304c-9572-4213-a1b0-92d8c9410e39,1393,E01006217,Wigan 024C,118,E02001310,Wigan 024,E08000010,Wigan,137,317,0,0,0,0,0,0,0,1.093642,0.205075335,0,0,0.205075335,24,96,0,0,0,1,359623.102,403587.979,E01006217,3
5803,E00027703,f77a1e61-2391-4d9c-bf87-b4ca624d4e35,666,E01005471,Rochdale 015B,113,E02001146,Rochdale 015,E08000005,Rochdale,148,488,0,0,12.60096669,38.12309775,0,0,0,10.59904204,18.76006069,0,1.249435122,70.73356026,323,1089,207,0,0,1,389486.845,412062.539,E01005471,2
5804,E00025478,0f027532-9c1c-4ef2-b670-080a0eff9d93,269,E01005036,Bury 024C,63,E02001042,Bury 024,E08000002,Bury,98,253,0,0,6.274517317,0,0,7.03303859,1.408949575,25.94236425,0.605344135,1.752319317,10.87390321,27.94807215,118,143,0,0,0,1,381191.881,403782.071,E01005036,3
5805,E00028604,ec42ad3c-5870-46eb-b0f3-945931378259,835,E01005646,Salford 010A,264,E02001166,Salford 010,E08000006,Salford,145,579,0,0,0,0,0,0,0,0,0,0,0,0,84,95,0,0,5000,1,383232.07,402259.694,E01005646,5
5806,E00028347,79a29a0d-a3a9-42b6-81fe-7e665d5e19c3,798,E01005605,Salford 027C,33,E02001183,Salford 027,E08000006,Salford,161,411,0,0,3.053719918,0,0,2.042560777,0,1.994188992,5.102608241,0.253786234,0,10.45267517,127,185,0,0,0,1,375201.092,397538.492,E01005605,2
5807,E00031781,a40f6989-89b2-4be7-a38a-acc6e6c502cc,1446,E01006270,Wigan 016A,312,E02001302,Wigan 016,E08000010,Wigan,131,284,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,362987.357,404481.977,E01006270,1
5808,E00030045,6c6e37f1-602d-45dc-9184-a3c7a9037b0c,1102,E01005924,Stockport 042A,226,E02001228,Stockport 042,E08000007,Stockport,119,240,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,1,388670.704,384026.066,E01005924,10
5809,E00027171,22cdfb53-4b1e-49b5-8bcc-46d00596fc16,567,E01005362,Oldham 031A,108,E02001128,Oldham 031,E08000004,Oldham,119,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,390838.618,401615.406,E01005362,4
5810,E00026710,f1c2b43a-e2b5-464e-82fe-3b70ba92c375,484,E01005276,Manchester 038C,223,E02001082,Manchester 038,E08000003,Manchester,118,258,0,0,9.384044625,0,0,2.609353845,0,0,2.35826009,0,2.155328876,16.50698744,49,111,0,0,0,1,384845.164,392819.218,E01005276,4
5811,E00180828,bd79e777-2735-4691-8155-29b3d413dd28,1614,E01033664,Manchester 054D,97,E02006902,Manchester 054,E08000003,Manchester,185,306,0,0,0.728485016,0,6.92401373,0,0,0,0,0,0,7.652498747,483,1523,0,0,0,1,384435.675,398978.183,E01033664,4
5812,E00031426,7c08b5b0-d9d5-43fb-a428-ce89a3cf405e,1378,E01006202,Trafford 009E,342,E02001267,Trafford 009,E08000009,Trafford,222,387,2.810332105,0,9.816199835,0,0,3.537098412,13.22607778,0,6.986613296,3.728450072,0,40.1047715,309,523,0,0,0,1,376778.056,394445.035,E01006202,6
